Datum;;Ergebnis kuenstl. Lawinenausloesung;Versuche kuenstl. Lawinenausloesung;Wetter zur Zeit der Beobachtung;Windrichtung;Windverfrachtung;WG ohne Verfrachtung;WG mit Verfrachtung;Windgeschwindigkeit;Wetter vom Vortag;Temperaturverlauf der letzen 24 h;Schneetemperatur;Lufttemperatur TM;Lufttemperatur TA;Windstaerke zur Zeit d. Beobachtung;Windstaerke vergangene Nacht;Windstaerke vom Vortag Nachmittag;Windstaerke vom Vortag Vormittag;Oberflaechencharakter Schneedecke;Oberflaechenform Schneedecke;Reif;Windrichtung zur Zeit d. Beobachtung;Windrichtung vergangene Nacht;Windrichtung vom Vortag Nachmittag;Windrichtung vom Vortag Vormittag;Einsinktiefe ABS;Einsinktiefe;Europ. Lawinengefahrenskala;Tourengelaende: Art zu erwartender Lawine;Europ. Lawinengefahrenskala;Strasse: Art der zu erwartenden Lawinen;Gelaendebeschaffenheit im Anrissgebiet;Groesse u. Zahl der Lawinen;Meereshoehe des Anrissgebietes;Exposition des Anrissgebietes;Lawinenart;Schneehoehe;Neuschneehoehe;
17.05.2019;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.05.2019;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.05.2019;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.05.2019;;---;---;---;135,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.05.2019;;---;---;---;360,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.05.2019;;---;---;---;90,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.05.2019;;---;---;---;45,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.05.2019;;---;---;---;45,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.05.2019;;---;---;---;360,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.05.2019;;---;---;---;135,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.05.2019;;---;---;---;135,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.05.2019;;---;---;---;360,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.05.2019;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.05.2019;;---;---;---;315,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
31.05.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.06.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.06.2019;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
03.06.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.06.2019;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
05.06.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.06.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.06.2019;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.06.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.06.2019;;---;---;---;225,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.06.2019;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.06.2019;;---;---;---;---;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.06.2019;;---;---;---;---;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.06.2019;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.06.2019;;---;---;---;---;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.06.2019;;---;---;---;---;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.06.2019;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.06.2019;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.06.2019;;---;---;---;---;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.06.2019;;---;---;---;---;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.06.2019;;---;---;---;315,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.06.2019;;---;---;---;135,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;34,00;---;---;---;---;---;---;---;---;---;---;---;---;
22.06.2019;;---;---;---;180,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;49,00;---;---;---;---;---;---;---;---;---;---;---;---;
23.06.2019;;---;---;---;225,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;52,00;---;---;---;---;---;---;---;---;---;---;---;---;
24.06.2019;;---;---;---;180,00;1;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;45,00;---;---;---;---;---;---;---;---;---;---;---;---;
25.06.2019;;---;---;---;180,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;58,00;---;---;---;---;---;---;---;---;---;---;---;---;
26.06.2019;;---;---;---;225,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.06.2019;;---;---;---;225,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.06.2019;;---;---;---;225,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;43,00;---;---;---;---;---;---;---;---;---;---;---;---;
29.06.2019;;---;---;---;315,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;54,00;---;---;---;---;---;---;---;---;---;---;---;---;
30.06.2019;;---;---;---;270,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;54,00;---;---;---;---;---;---;---;---;---;---;---;---;
01.07.2019;;---;---;---;270,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;55,00;---;---;---;---;---;---;---;---;---;---;---;---;
02.07.2019;;---;---;---;180,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;67,00;---;---;---;---;---;---;---;---;---;---;---;---;
03.07.2019;;---;---;---;180,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.07.2019;;---;---;---;---;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;65,00;---;---;---;---;---;---;---;---;---;---;---;---;
05.07.2019;;---;---;---;---;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;49,00;---;---;---;---;---;---;---;---;---;---;---;---;
06.07.2019;;---;---;---;180,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;49,00;---;---;---;---;---;---;---;---;---;---;---;---;
07.07.2019;;---;---;---;180,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;49,00;---;---;---;---;---;---;---;---;---;---;---;---;
08.07.2019;;---;---;---;180,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;47,00;---;---;---;---;---;---;---;---;---;---;---;---;
09.07.2019;;---;---;---;225,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;43,00;---;---;---;---;---;---;---;---;---;---;---;---;
10.07.2019;;---;---;---;225,00;0;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;44,00;---;---;---;---;---;---;---;---;---;---;---;---;
11.07.2019;;---;---;---;225,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;44,00;---;---;---;---;---;---;---;---;---;---;---;---;
12.07.2019;;---;---;---;225,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;48,00;---;---;---;---;---;---;---;---;---;---;---;---;
13.07.2019;;---;---;---;180,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;49,00;---;---;---;---;---;---;---;---;---;---;---;---;
14.07.2019;;---;---;---;225,00;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;40,00;---;---;---;---;---;---;---;---;---;---;---;---;
15.07.2019;;---;---;---;225,00;0;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;45,00;---;---;---;---;---;---;---;---;---;---;---;---;
16.07.2019;;---;---;---;---;0;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;0;---;---;---;---;61,00;---;---;---;---;---;---;---;---;---;---;---;---;
17.07.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
18.07.2019;;---;---;---;180,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
19.07.2019;;---;---;---;---;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
20.07.2019;;---;---;---;225,00;;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
21.07.2019;;---;---;---;180,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
22.07.2019;;---;---;---;180,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
23.07.2019;;---;---;---;---;;5;---;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
24.07.2019;;---;---;---;225,00;;---;0;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
25.07.2019;;---;---;---;225,00;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
26.07.2019;;---;---;---;225,00;;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
27.07.2019;;---;---;---;---;;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
28.07.2019;;---;---;---;225,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
29.07.2019;;---;---;---;225,00;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
30.07.2019;;---;---;---;180,00;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
31.07.2019;;---;---;---;---;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
01.08.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
02.08.2019;;---;---;---;180,00;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
03.08.2019;;---;---;---;---;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
04.08.2019;;---;---;---;315,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
05.08.2019;;---;---;---;---;;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
06.08.2019;;---;---;---;180,00;;---;6;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
07.08.2019;;---;---;---;---;;---;6;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
08.08.2019;;---;---;---;180,00;;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
09.08.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
10.08.2019;;---;---;---;---;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
11.08.2019;;---;---;---;---;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
12.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
13.08.2019;;---;---;---;180,00;;---;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
14.08.2019;;---;---;---;180,00;;---;---;---;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
15.08.2019;;---;---;---;180,00;;---;---;---;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
16.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
17.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
18.08.2019;;---;---;---;225,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
19.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
20.08.2019;;---;---;---;225,00;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
21.08.2019;;---;---;---;180,00;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
22.08.2019;;---;---;---;225,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
23.08.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
24.08.2019;;---;---;---;---;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
25.08.2019;;---;---;---;---;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
26.08.2019;;---;---;---;180,00;;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
27.08.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
28.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
29.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
30.08.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
31.08.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
01.09.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
02.09.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
03.09.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
04.09.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
05.09.2019;;---;---;---;360,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
06.09.2019;;---;---;---;360,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
07.09.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
08.09.2019;;---;---;---;---;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
09.09.2019;;---;---;---;225,00;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
10.09.2019;;---;---;---;225,00;;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
11.09.2019;;---;---;---;225,00;;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
12.09.2019;;---;---;---;225,00;;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
13.09.2019;;---;---;---;225,00;;---;6;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
14.09.2019;;---;---;---;180,00;;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
15.09.2019;;---;---;---;225,00;;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
16.09.2019;;---;---;---;225,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
17.09.2019;;---;---;---;180,00;;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
18.09.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
19.09.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
20.09.2019;;---;---;---;180,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
21.09.2019;;---;---;---;225,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
22.09.2019;;---;---;---;180,00;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
23.09.2019;;---;---;---;315,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
24.09.2019;;---;---;---;315,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
25.09.2019;;---;---;---;---;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
26.09.2019;;---;---;---;---;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
27.09.2019;;---;---;---;360,00;;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
28.09.2019;;---;---;---;315,00;;5;---;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
29.09.2019;;---;---;---;---;;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
30.09.2019;;---;---;---;360,00;;5;---;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
01.10.2019;;---;---;---;---;;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
02.10.2019;;---;---;---;---;;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
03.10.2019;;---;---;---;180,00;;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
04.10.2019;;---;---;---;180,00;;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
05.10.2019;;---;---;---;180,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
06.10.2019;;---;---;---;---;;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
07.10.2019;;---;---;---;360,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
08.10.2019;;---;---;---;360,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
09.10.2019;;---;---;---;315,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
10.10.2019;;---;---;---;360,00;;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
11.10.2019;;---;---;---;360,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
12.10.2019;;---;---;---;180,00;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
13.10.2019;;---;---;---;---;;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
14.10.2019;;---;---;---;---;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
15.10.2019;;---;---;---;180,00;;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
16.10.2019;;---;---;---;180,00;;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
17.10.2019;;---;---;---;---;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
18.10.2019;;---;---;---;---;;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
19.10.2019;;---;---;---;270,00;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
20.10.2019;;---;---;---;---;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
21.10.2019;;---;---;---;180,00;;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;;---;---;---;---;;---;---;---;---;---;---;---;---;---;---;---;---;
